id,temp,time,sex,rep,prod,dead,t_coma
35-50-F-3,35,119,F,3,3.49,0,
35-50-F-4,35,119,F,4,1.53,0,
35-50-F-5,35,119,F,5,4.15,0,
35-50-F-6,35,119,F,6,2.18,0,
35-50-F-7,35,119,F,7,5.24,0,
35-50-F-8,35,119,F,8,0,1,
35-50-F-9,35,119,F,9,0,0,
35-50-F-10,35,119,F,10,0,1,
35-50-F-11,35,119,F,11,7.64,0,
35-50-F-12,35,119,F,12,0,0,
35-50-F-13,35,119,F,13,0,1,
35-50-F-14,35,119,F,14,6.55,0,
35-50-F-15,35,119,F,15,3.27,0,
35-25-F-1,35,59.5,F,1,4.36,0,
35-25-F-2,35,59.5,F,2,11.35,0,
35-25-F-3,35,59.5,F,3,0.44,0,
35-25-F-4,35,59.5,F,4,5.45,0,
35-25-F-5,35,59.5,F,5,6.33,0,
35-25-F-6,35,59.5,F,6,4.36,0,
35-25-F-7,35,59.5,F,7,0,1,
35-25-F-8,35,59.5,F,8,0,1,
35-25-F-9,35,59.5,F,9,11.35,0,
35-25-F-10,35,59.5,F,10,0,0,
35-25-F-11,35,59.5,F,11,0.44,0,
35-25-F-12,35,59.5,F,12,2.18,0,
35-25-F-13,35,59.5,F,13,9.38,0,
35-25-F-14,35,59.5,F,14,3.49,0,
35-25-F-15,35,59.5,F,15,1.96,0,
34-200-F-9,34,1168.16793,F,9,0,1,484
34-200-F-12,34,1168.16793,F,12,0,1,532
34-200-F-10,34,1168.16793,F,10,0,1,551
34-200-F-3,34,1168.16793,F,3,0,1,568
34-200-F-13,34,1168.16793,F,13,0,1,578
34-200-F-6,34,1168.16793,F,6,0,1,603
34-200-F-11,34,1168.16793,F,11,0,1,613
34-200-F-2,34,1168.16793,F,2,0,1,699
34-200-F-7,34,1168.16793,F,7,0,1,699
34-200-F-4,34,1168.16793,F,4,0,1,706
34-200-F-8,34,1168.16793,F,8,0,1,711
34-200-F-1,34,1168.16793,F,1,0,1,
34-200-F-5,34,1168.16793,F,5,0,1,
34-200-F-14,34,1168.16793,F,14,0,1,
34-200-F-15,34,1168.16793,F,15,0,1,
34-175-F-1,34,1022.146939,F,1,0,1,485
34-175-F-9,34,1022.146939,F,9,0,1,485
34-175-F-4,34,1022.146939,F,4,0,1,503
34-175-F-2,34,1022.146939,F,2,0,1,541
34-175-F-11,34,1022.146939,F,11,0,1,544
34-175-F-15,34,1022.146939,F,15,0,1,577
34-175-F-14,34,1022.146939,F,14,0,1,612
34-175-F-13,34,1022.146939,F,13,0,1,621
34-175-F-7,34,1022.146939,F,7,0,1,629
34-175-F-12,34,1022.146939,F,12,0,1,648
34-175-F-8,34,1022.146939,F,8,0,1,664
34-175-F-10,34,1022.146939,F,10,0,1,711
34-175-F-5,34,1022.146939,F,5,0,1,732
34-175-F-3,34,1022.146939,F,3,0,1,
34-175-F-6,34,1022.146939,F,6,0,1,
34-150-F-3,34,876.1259479,F,3,0,1,319
34-150-F-4,34,876.1259479,F,4,0,1,522
34-150-F-7,34,876.1259479,F,7,0,1,522
34-150-F-1,34,876.1259479,F,1,0,1,528
34-150-F-13,34,876.1259479,F,13,0,1,536
34-150-F-9,34,876.1259479,F,9,0,1,549
34-150-F-2,34,876.1259479,F,2,0,1,557
34-150-F-11,34,876.1259479,F,11,0,1,565
34-150-F-12,34,876.1259479,F,12,0,1,579
34-150-F-8,34,876.1259479,F,8,0,1,581
34-150-F-15,34,876.1259479,F,15,0,1,626
34-150-F-5,34,876.1259479,F,5,0,1,658
34-150-F-10,34,876.1259479,F,10,0,1,659
34-150-F-14,34,876.1259479,F,14,0,1,732
34-150-F-6,34,876.1259479,F,6,0,1,
34-125-F-1,34,730.1049565,F,1,0,1,480
34-125-F-3,34,730.1049565,F,3,0,1,484
34-125-F-2,34,730.1049565,F,2,0,1,505
34-125-F-4,34,730.1049565,F,4,0,1,535
34-125-F-15,34,730.1049565,F,15,0,1,553
34-125-F-10,34,730.1049565,F,10,0,1,562
34-125-F-12,34,730.1049565,F,12,0,1,665
34-125-F-7,34,730.1049565,F,7,0,1,685
34-125-F-6,34,730.1049565,F,6,0,1,698
34-125-F-14,34,730.1049565,F,14,0,1,716
34-125-F-13,34,730.1049565,F,13,0,0,621
34-125-F-5,34,730.1049565,F,5,0,0,665
34-125-F-11,34,730.1049565,F,11,0,0,671
34-125-F-8,34,730.1049565,F,8,0,0,
34-125-F-9,34,730.1049565,F,9,0,0,
34-100-F-14,34,584.0839652,F,14,0,1,493
34-100-F-13,34,584.0839652,F,13,0,1,479
34-100-F-10,34,584.0839652,F,10,0,1,
34-100-F-11,34,584.0839652,F,11,0,1,
34-100-F-8,34,584.0839652,F,8,0,1,511
34-100-F-6,34,584.0839652,F,6,0,1,
34-100-F-4,34,584.0839652,F,4,0,1,492
34-100-F-5,34,584.0839652,F,5,0,1,
34-100-F-2,34,584.0839652,F,2,0,1,529
34-100-F-3,34,584.0839652,F,3,0,1,
34-100-F-15,34,584.0839652,F,15,1.33,0,
34-100-F-12,34,584.0839652,F,12,0,0,
34-100-F-9,34,584.0839652,F,9,0,0,
34-100-F-7,34,584.0839652,F,7,0.19,0,
34-100-F-1,34,584.0839652,F,1,1.14,0,389
34-75-F-13,34,438.0629739,F,13,0,1,412
34-75-F-4,34,438.0629739,F,4,0,1,
34-75-F-1,34,438.0629739,F,1,0,1,
34-75-F-15,34,438.0629739,F,15,0.57,0,
34-75-F-14,34,438.0629739,F,14,4,0,
34-75-F-12,34,438.0629739,F,12,1.14,0,
34-75-F-11,34,438.0629739,F,11,0,0,
34-75-F-10,34,438.0629739,F,10,0.19,0,
34-75-F-8,34,438.0629739,F,8,1.71,0,
34-75-F-9,34,438.0629739,F,9,0.95,0,
34-75-F-7,34,438.0629739,F,7,0.57,0,
34-75-F-6,34,438.0629739,F,6,2.1,0,
34-75-F-5,34,438.0629739,F,5,0.38,0,
34-75-F-2,34,438.0629739,F,2,0.76,0,
34-75-F-3,34,438.0629739,F,3,1.33,0,
34-50-F-8,34,292.0419826,F,8,0,1,
34-50-F-1,34,292.0419826,F,1,0,1,124
34-50-F-15,34,292.0419826,F,15,5.33,0,
34-50-F-14,34,292.0419826,F,14,0,0,
34-50-F-13,34,292.0419826,F,13,1.14,0,
34-50-F-12,34,292.0419826,F,12,2.67,0,
34-50-F-10,34,292.0419826,F,10,0.57,0,
34-50-F-11,34,292.0419826,F,11,1.33,0,
34-50-F-9,34,292.0419826,F,9,2.86,0,
34-50-F-7,34,292.0419826,F,7,2.48,0,
34-50-F-6,34,292.0419826,F,6,6.29,0,
34-50-F-5,34,292.0419826,F,5,0.76,0,
34-50-F-4,34,292.0419826,F,4,2.86,0,
34-50-F-3,34,292.0419826,F,3,3.62,0,
34-50-F-2,34,292.0419826,F,2,5.14,0,
34-25-F-15,34,146.0209913,F,15,9.14,0,
34-25-F-14,34,146.0209913,F,14,5.9,0,
34-25-F-13,34,146.0209913,F,13,4.95,0,
34-25-F-11,34,146.0209913,F,11,2.29,0,
34-25-F-12,34,146.0209913,F,12,6.67,0,
34-25-F-9,34,146.0209913,F,9,3.81,0,
34-25-F-10,34,146.0209913,F,10,5.33,0,
34-25-F-7,34,146.0209913,F,7,5.9,0,
34-25-F-8,34,146.0209913,F,8,9.52,0,
34-25-F-6,34,146.0209913,F,6,4.57,0,
34-25-F-5,34,146.0209913,F,5,8.57,0,
34-25-F-4,34,146.0209913,F,4,3.24,0,
34-25-F-3,34,146.0209913,F,3,7.43,0,
34-25-F-1,34,146.0209913,F,1,7.43,0,
34-25-F-2,34,146.0209913,F,2,7.24,0,
