"","lon","lat","surv","dose"
"1",132.119,-11.401,99.762688399706,0
"2",142.319,-11.401,99.7509635534199,0
"3",132.719,-12.001,88.5710746504403,11.2481971267486
"4",133.319,-12.001,66.2490954011122,33.0508171061561
"5",133.919,-12.001,77.5719876725628,20.2211512440514
"6",142.319,-12.001,99.327499010758,5.34757549160693
"7",142.919,-12.001,88.3600627535052,14.4794241500199
"8",131.519,-12.601,88.5027820568232,12.2566713755687
"9",132.119,-12.601,77.1774456711941,25.5138572160778
"10",132.719,-12.601,66.4325944040973,30.8312523290499
"11",133.319,-12.601,99.3991199977855,4.65611600820458
"12",133.919,-12.601,99.5065856659746,2.94801564809253
"13",134.519,-12.601,44.2376516438825,52.408601710189
"14",135.119,-12.601,44.2805877977955,51.5835709957337
"15",136.319,-12.601,88.7217266809554,8.36193211849086
"16",142.319,-12.601,88.715805863955,9.45414925172712
"17",142.919,-12.601,88.2467636436688,16.284870589476
"18",130.319,-13.201,99.3171413384112,2.90944318145724
"19",130.919,-13.201,88.6336443030277,10.2533868288669
"20",131.519,-13.201,88.3359321000797,14.9299989971805
"21",132.119,-13.201,88.3626814143801,14.4464884394491
"22",132.719,-13.201,44.1744229494087,52.8071310562232
"23",133.319,-13.201,77.2955946031247,24.0402722054848
"24",133.919,-13.201,77.4305339012066,22.443978073645
"25",134.519,-13.201,33.0799905467197,61.650086162016
"26",135.119,-13.201,32.9863653181164,62.9055560156043
"27",141.719,-13.201,88.829846486849,7.63274129829174
"28",142.319,-13.201,88.3069607968457,15.3259225949174
"29",142.919,-13.201,77.1166948417289,26.6389785972144
"30",130.319,-13.801,66.1159870470646,34.2981940505502
"31",130.919,-13.801,61.8548620661713,37.0916854912206
"32",131.519,-13.801,88.2521478824553,16.3015733384189
"33",132.119,-13.801,99.4920969437509,2.87906942670305
"34",132.719,-13.801,77.6854130087187,18.8710449547889
"35",133.319,-13.801,88.5721944547352,11.6431139432402
"36",133.919,-13.801,33.098964468838,61.4761178205158
"37",134.519,-13.801,0,100
"38",135.119,-13.801,9.92950046308727,96.4090534546182
"39",141.719,-13.801,88.5044015370521,12.264744603627
"40",142.319,-13.801,55.2678700841289,42.7369338766241
"41",142.919,-13.801,10.7827565419348,87.5267162067874
"42",143.519,-13.801,0,100
"43",126.119,-14.401,89.9141725897206,7.28580333413958
"44",126.719,-14.401,33.0697642130486,62.0266818750685
"45",127.319,-14.401,77.3464874916378,23.7488552557033
"46",129.719,-14.401,77.3397820006784,22.546409939167
"47",130.319,-14.401,88.7963723324524,7.49817006728745
"48",130.919,-14.401,66.4454778195783,30.7177230605814
"49",131.519,-14.401,77.2625576525069,24.7803087284787
"50",132.119,-14.401,49.8689194632009,47.7749054679468
"51",132.719,-14.401,66.4996625648981,30.0526947977523
"52",133.319,-14.401,74.3892849128285,26.6901864171463
"53",133.919,-14.401,0,100
"54",134.519,-14.401,0,100
"55",135.119,-14.401,0,100
"56",141.719,-14.401,88.7555559082929,8.45234437339991
"57",142.319,-14.401,77.4699939955076,21.7884321750028
"58",142.919,-14.401,55.076433969666,45.827014314949
"59",143.519,-14.401,10.8749737601801,84.973902577163
"60",125.519,-15.001,74.2505120910492,27.2733182604319
"61",126.119,-15.001,88.795121345628,8.64062206913587
"62",126.719,-15.001,99.7769821778304,0
"63",127.319,-15.001,77.7826281135888,18.5946292093453
"64",127.919,-15.001,88.4669930692512,13.0070138442929
"65",128.519,-15.001,10.8668710038949,84.5508162775906
"66",129.119,-15.001,55.3359335371348,40.9846404955399
"67",129.719,-15.001,66.128356726023,34.3336616605903
"68",130.319,-15.001,88.7184292332478,8.68024623879207
"69",130.919,-15.001,0,100
"70",131.519,-15.001,49.9305439203756,46.8270842831626
"71",132.119,-15.001,66.4015979348388,31.3431206657763
"72",132.719,-15.001,66.2926990909771,32.9429944201425
"73",133.319,-15.001,10.6529540419362,90.856628105619
"74",133.919,-15.001,0,100
"75",134.519,-15.001,0,100
"76",135.119,-15.001,0,100
"77",141.719,-15.001,99.4046298499189,4.43241666002021
"78",142.319,-15.001,88.4256078720248,13.7972375687737
"79",142.919,-15.001,77.3453813575983,23.7534697576579
"80",143.519,-15.001,9.90878823940813,97.1963699888147
"81",144.119,-15.001,49.9568528660265,46.7387077700177
"82",144.719,-15.001,66.1146473044057,35.7887732640362
"83",145.319,-15.001,99.6880730074121,0
"84",124.919,-15.601,88.2867464373661,15.2933068533658
"85",125.519,-15.601,99.5745998124633,0.625603714230467
"86",126.119,-15.601,99.3742368600572,5.52083878259161
"87",126.719,-15.601,77.5122011935965,21.5576041421345
"88",127.319,-15.601,49.7245907565338,50.1247283127562
"89",128.519,-15.601,0,100
"90",129.119,-15.601,0,100
"91",129.719,-15.601,88.4663907117361,12.5755982056213
"92",130.319,-15.601,0,100
"93",130.919,-15.601,0,100
"94",131.519,-15.601,10.6515931692725,90.8554456620107
"95",132.119,-15.601,43.9929905409828,55.0969206061336
"96",132.719,-15.601,43.9661224876873,55.2376864966903
"97",133.319,-15.601,39.8405636100793,57.8919146433758
"98",133.919,-15.601,24.3509141816825,69.2023337931735
"99",134.519,-15.601,0,100
"100",135.119,-15.601,0,100
"101",135.719,-15.601,0,100
"102",141.719,-15.601,88.8296820886511,7.60317252369099
"103",142.319,-15.601,77.6832875325945,18.8770354286808
"104",142.919,-15.601,59.8364539810228,38.842379708588
"105",143.519,-15.601,79.966399951644,18.0075779375112
"106",144.119,-15.601,19.9141146762653,77.6947638156076
"107",144.719,-15.601,69.8764248891432,28.767843925619
