"","lon","lat","surv","dose"
"1",132.119,-11.401,100,0.982375583952247
"2",142.319,-11.401,100,3.39409818049024
"3",132.719,-12.001,88.6332696458401,20.3348218052075
"4",133.319,-12.001,61.8228003929573,45.3083549525566
"5",133.919,-12.001,77.4188725236961,30.8440845150587
"6",142.319,-12.001,99.5967110579425,13.1325176982041
"7",142.919,-12.001,88.3213137204724,23.8564764808247
"8",131.519,-12.601,88.5393200741646,21.5785245813301
"9",132.119,-12.601,66.5982748645711,36.9093126852434
"10",132.719,-12.601,66.1534270655401,42.5270400846164
"11",133.319,-12.601,99.6502652286521,11.8945673682468
"12",133.919,-12.601,99.7915953436686,9.66717176254731
"13",134.519,-12.601,39.8668338930981,63.8205567660962
"14",135.119,-12.601,39.9199512771907,63.8784769511246
"15",136.319,-12.601,99.3180825781796,17.4986857543748
"16",142.319,-12.601,88.7898508421983,17.7871305048401
"17",142.919,-12.601,79.9127947930302,25.5758154165135
"18",130.319,-13.201,99.7895384804615,12.5092271956835
"19",130.919,-13.201,88.725931087697,19.270458689525
"20",131.519,-13.201,88.2716753616547,24.2969417488485
"21",132.119,-13.201,88.3218682283722,23.8785465377692
"22",132.719,-13.201,39.8155078903053,64.7093647721563
"23",133.319,-13.201,69.9039063646427,35.0743149179796
"24",133.919,-13.201,77.2342672955193,32.8224356784041
"25",134.519,-13.201,29.9498220127863,72.3134020873272
"26",135.119,-13.201,29.8513917863929,73.7910087069948
"27",141.719,-13.201,99.3732499982411,15.8982398454146
"28",142.319,-13.201,88.2334975672286,24.8527288272613
"29",142.919,-13.201,66.4916761231624,37.022139108717
"30",130.319,-13.801,59.714660102001,47.5057710795167
"31",130.919,-13.801,55.3321181024192,48.9914381976375
"32",131.519,-13.801,79.8427012616467,25.4669823215596
"33",132.119,-13.801,99.7937921743878,9.9415845401056
"34",132.719,-13.801,77.5432438402467,28.9800141922016
"35",133.319,-13.801,88.5861966607916,20.2916073762133
"36",133.919,-13.801,29.9664962377386,71.9416194802513
"37",134.519,-13.801,0,100
"38",135.119,-13.801,9.91435136049748,100
"39",141.719,-13.801,88.532444929404,21.4717537138056
"40",142.319,-13.801,49.9176910737551,54.0632361561081
"41",142.919,-13.801,10.7600642702156,93.9317086942465
"42",143.519,-13.801,0,100
"43",126.119,-14.401,99.4134293406899,15.0780515946711
"44",126.719,-14.401,29.9689684726564,71.5915790156773
"45",127.319,-14.401,74.3616544613098,33.8569773113927
"46",129.719,-14.401,77.2147730437939,34.8327870706626
"47",130.319,-14.401,99.3961263604315,16.2446430574477
"48",130.919,-14.401,66.1604883349966,42.2283615438448
"49",131.519,-14.401,69.8765276446466,35.3544910647336
"50",132.119,-14.401,44.1938379696245,59.3887163768333
"51",132.719,-14.401,66.2253333779265,41.3229036626444
"52",133.319,-14.401,66.4911900565439,37.3459266016336
"53",133.919,-14.401,0,100
"54",134.519,-14.401,0,100
"55",135.119,-14.401,0,100
"56",141.719,-14.401,89.976750904141,16.9918755392468
"57",142.319,-14.401,77.2864391817218,32.2915969520436
"58",142.919,-14.401,44.402117685432,56.5474005747842
"59",143.519,-14.401,10.8276983959757,92.1888441858621
"60",125.519,-15.001,66.4312103061003,38.9859644425096
"61",126.119,-15.001,88.8578446825203,16.2521128345701
"62",126.719,-15.001,100,3.47269023113104
"63",127.319,-15.001,77.5700476827934,28.2597197742106
"64",127.919,-15.001,88.4607748537184,22.0668034948369
"65",128.519,-15.001,10.7765074437772,94.3545552808571
"66",129.119,-15.001,49.984246353656,53.8445725203185
"67",129.719,-15.001,55.5014450508365,47.4192850884164
"68",130.319,-15.001,88.8924280234167,17.6574365667334
"69",130.919,-15.001,0,100
"70",131.519,-15.001,44.2598936964301,58.9083306505494
"71",132.119,-15.001,66.1206465380347,42.6752153605363
"72",132.719,-15.001,61.8516973292378,44.2418657074973
"73",133.319,-15.001,10.6187950912939,98.0893107234599
"74",133.919,-15.001,0,100
"75",134.519,-15.001,0,100
"76",135.119,-15.001,0,100
"77",141.719,-15.001,99.6815668888408,11.6350925366785
"78",142.319,-15.001,88.3898688761684,22.8969821066356
"79",142.919,-15.001,74.3621035689065,33.8515625020763
"80",143.519,-15.001,9.92082770619497,100
"81",144.119,-15.001,44.3123192626723,57.8585148515314
"82",144.719,-15.001,55.4393779641711,46.0993897941602
"83",145.319,-15.001,100,5.70173802212044
"84",124.919,-15.601,88.2379103801452,25.1635734176622
"85",125.519,-15.601,99.9069503504533,8.18442849845057
"86",126.119,-15.601,99.5705859547493,12.3522446185511
"87",126.719,-15.601,77.3146731233784,31.2647423342962
"88",127.319,-15.601,44.0252412829343,60.5493631735223
"89",128.519,-15.601,0,100
"90",129.119,-15.601,0,100
"91",129.719,-15.601,88.5060759251737,22.1848396668139
"92",130.319,-15.601,0,100
"93",130.919,-15.601,0,100
"94",131.519,-15.601,10.6189054576465,98.0894685113785
"95",132.119,-15.601,36.7620936970495,65.6883528328659
"96",132.719,-15.601,36.749261527918,66.0105647677161
"97",133.319,-15.601,33.0301137850929,68.3783307964833
"98",133.919,-15.601,21.8792685851123,78.6363599423439
"99",134.519,-15.601,0,100
"100",135.119,-15.601,0,100
"101",135.719,-15.601,0,100
"102",141.719,-15.601,99.3732597271706,15.8808133035437
"103",142.319,-15.601,77.5428850291015,28.9696154878173
"104",142.919,-15.601,55.2456190387007,49.9731461906809
"105",143.519,-15.601,77.6134147243574,27.5225319953249
"106",144.119,-15.601,11.7947493124299,85.8091498100172
"107",144.719,-15.601,66.3587549235912,38.4523913422822
